# This file lists special protos that Gazelle knows how to import. This is used to generate
# code for proto and Go resolvers.
#
# Generated by language/proto/gen/update_proto_csv.go
# Do not edit directly.
#
# proto name,proto label,go import path,go proto label
google/protobuf/any.proto,@com_google_protobuf//:any_proto,github.com/golang/protobuf/ptypes/any,@io_bazel_rules_go//proto/wkt:any_go_proto
google/ads/googleads/v12/enums/ad_strength.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/ad_type.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/advertising_channel_sub_type.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/advertising_channel_type.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/affiliate_location_feed_relationship_type.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/affiliate_location_placeholder_field.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/age_range_type.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/app_campaign_app_store.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/app_campaign_bidding_strategy_goal_type.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/app_payment_model_type.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/app_placeholder_field.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/app_store.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/app_url_operating_system_type.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/asset_field_type.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/asset_group_status.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/asset_link_status.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/asset_performance_label.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/asset_set_asset_status.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/asset_set_link_status.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/asset_set_status.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/asset_set_type.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/asset_source.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/asset_type.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/async_action_status.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/attribution_model.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/audience_insights_dimension.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/audience_status.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/batch_job_status.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/bid_modifier_source.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/bidding_source.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/bidding_strategy_status.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/bidding_strategy_system_status.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/bidding_strategy_type.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/billing_setup_status.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/brand_safety_suitability.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/budget_campaign_association_status.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/budget_delivery_method.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/budget_period.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/budget_status.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/budget_type.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/call_conversion_reporting_state.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/call_placeholder_field.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/call_to_action_type.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/call_tracking_display_location.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/call_type.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/callout_placeholder_field.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/campaign_criterion_status.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/campaign_draft_status.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/campaign_experiment_type.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/campaign_group_status.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/campaign_primary_status.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/campaign_primary_status_reason.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/campaign_serving_status.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/campaign_shared_set_status.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/campaign_status.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
google/ads/googleads/v12/enums/chain_relationship_type.proto,@go_googleapis//google/ads/googleads/v12/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v12/enums,@go_googleapis//google/ads/googleads/v12/enums:enums_go_proto
